id	jurisdiction	full_name	short_name	in_use	start_date	end_date	parent_court_id
pactcomplfulton	ST	Pennsylvania Court of Common Pleas, Fulton County	Fulton County Court of Common Pleas	f			pactcompl
pactcomplgreen	ST	Pennsylvania Court of Common Pleas, Green County	Green County Court of Common Pleas	f			pactcompl
pactcomplgreene	ST	Pennsylvania Court of Common Pleas, Greene County	Greene County Court of Common Pleas	f			pactcompl
pactcomplharris	ST	Pennsylvania Court of Common Pleas, Harrisburg County	Harrisburg County Court of Common Pleas	f			pactcompl
pactcomplhuntin	ST	Pennsylvania Court of Common Pleas, Huntingdon County	Huntingdon County Court of Common Pleas	f			pactcompl
pactcomplindian	ST	Pennsylvania Court of Common Pleas, Indiana County	Indiana County Court of Common Pleas	f			pactcompl
pactcompljeffer	ST	Pennsylvania Court of Common Pleas, Jefferson County	Jefferson County Court of Common Pleas	f			pactcompl
pactcompljuniat	ST	Pennsylvania Court of Common Pleas, Juniata County	Juniata County Court of Common Pleas	f			pactcompl
pactcompllackaw	ST	Pennsylvania Court of Common Pleas, Lackawanna County	Lackawanna County Court of Common Pleas	f			pactcompl
pactcompllancas	ST	Pennsylvania Court of Common Pleas, Lancaster County	Lancaster County Court of Common Pleas	f			pactcompl
pactcompllawren	ST	Pennsylvania Court of Common Pleas, Lawrence County	Lawrence County Court of Common Pleas	f			pactcompl
pactcompllebano	ST	Pennsylvania Court of Common Pleas, Lebanon County	Lebanon County Court of Common Pleas	f			pactcompl
pactcompllehigh	ST	Pennsylvania Court of Common Pleas, Lehigh County	Lehigh County Court of Common Pleas	f			pactcompl
pactcomplluzern	ST	Pennsylvania Court of Common Pleas, Luzerne County	Luzerne County Court of Common Pleas	f			pactcompl
pactcompllycomi	ST	Pennsylvania Court of Common Pleas, Lycoming County	Lycoming County Court of Common Pleas	f			pactcompl
pactcomplmckean	ST	Pennsylvania Court of Common Pleas, McKean County	McKean County Court of Common Pleas	f			pactcompl
pactcomplmercer	ST	Pennsylvania Court of Common Pleas, Mercer County	Mercer County Court of Common Pleas	f			pactcompl
pactcomplmiffli	ST	Pennsylvania Court of Common Pleas, Mifflin County	Mifflin County Court of Common Pleas	f			pactcompl
pactcomplmonroe	ST	Pennsylvania Court of Common Pleas, Monroe County	Monroe County Court of Common Pleas	f			pactcompl
pactcomplmontgo	ST	Pennsylvania Court of Common Pleas, Montgomery County	Montgomery County Court of Common Pleas	f			pactcompl
pactcomplmontou	ST	Pennsylvania Court of Common Pleas, Montour County	Montour County Court of Common Pleas	f			pactcompl
pactcomplnortha	ST	Pennsylvania Court of Common Pleas, Northampton County	Northampton County Court of Common Pleas	f			pactcompl
pactcomplnorthu	ST	Pennsylvania Court of Common Pleas, Northumberland County	Northumberland County Court of Common Pleas	f			pactcompl
pactcomplperry	ST	Pennsylvania Court of Common Pleas, Perry County	Perry County Court of Common Pleas	f			pactcompl
pactcomplphilad	ST	Pennsylvania Court of Common Pleas, Philadelphia County	Philadelphia County Court of Common Pleas	f			pactcompl
pactcomplpike	ST	Pennsylvania Court of Common Pleas, Pike County	Pike County Court of Common Pleas	f			pactcompl
pactcomplpotter	ST	Pennsylvania Court of Common Pleas, Potter County	Potter County Court of Common Pleas	f			pactcompl
pactcomplschuyl	ST	Pennsylvania Court of Common Pleas, Schuylkill County	Schuylkill County Court of Common Pleas	f			pactcompl
pactcomplsnyder	ST	Pennsylvania Court of Common Pleas, Snyder County	Snyder County Court of Common Pleas	f			pactcompl
pactcomplsomers	ST	Pennsylvania Court of Common Pleas, Somerset County	Somerset County Court of Common Pleas	f			pactcompl
pactcomplsulliv	ST	Pennsylvania Court of Common Pleas, Sullivan County	Sullivan County Court of Common Pleas	f			pactcompl
pactcomplsunder	ST	Pennsylvania Court of Common Pleas, Sunder County	Sunder County Court of Common Pleas	f			pactcompl
pactcomplsusque	ST	Pennsylvania Court of Common Pleas, Susquehanna County	Susquehanna County Court of Common Pleas	f			pactcompl
pactcomplsynder	ST	Pennsylvania Court of Common Pleas, Synder County	Synder County Court of Common Pleas	f			pactcompl
pactcompltioga	ST	Pennsylvania Court of Common Pleas, Tioga County	Tioga County Court of Common Pleas	f			pactcompl
pactcomplunion	ST	Pennsylvania Court of Common Pleas, Union County	Union County Court of Common Pleas	f			pactcompl
pactcomplvenang	ST	Pennsylvania Court of Common Pleas, Venango County	Venango County Court of Common Pleas	f			pactcompl
pactcomplwarren	ST	Pennsylvania Court of Common Pleas, Warren County	Warren County Court of Common Pleas	f			pactcompl
pactcomplwashin	ST	Pennsylvania Court of Common Pleas, Washington County	Washington County Court of Common Pleas	f			pactcompl
pactcomplwayne	ST	Pennsylvania Court of Common Pleas, Wayne County	Wayne County Court of Common Pleas	f			pactcompl
pactcomplwestmo	ST	Pennsylvania Court of Common Pleas, Westmoreland County	Westmoreland County Court of Common Pleas	f			pactcompl
pactcomplwycomi	ST	Pennsylvania Court of Common Pleas, Wycoming County	Wycoming County Court of Common Pleas	f			pactcompl
pactcomplwyomin	ST	Pennsylvania Court of Common Pleas, Wyoming County	Wyoming County Court of Common Pleas	f			pactcompl
pactcomplyork	ST	Pennsylvania Court of Common Pleas, York County	York County Court of Common Pleas	f			pactcompl
padepted	SS	Pennsylvania Department of Education	Pennsylvania Department of Education	f			
padeptjust	FS	Pennsylvania Department of Justice	Pennsylvania Department of Justice	f			ag
padeptpubwel	SS	Pennsylvania Department of Public Welfare	Pennsylvania Department of Public Welfare	f			
paeb	FB	United States Bankruptcy Court, E.D. Pennsylvania	E.D. Pennsylvania	t			
paed	FD	District Court, E.D. Pennsylvania	E.D. Pennsylvania	t			usdistct
paenvhrbd	SS	Pennsylvania Environmental Hearing Board	Pennsylvania Environmental Hearing Board	f			
pajuvct	SS	Pennsylvania Juvenile Courts	Penn. Juv. Court	f			
pajuvctcambria	ST	Cambria County of Juvenile Court	Cambria County of Juvenile Court	f			pajuvct
pajuvctdel	ST	Delaware County Juvenile Court	Delaware County Juvenile Court	f			pajuvct
pamb	FB	United States Bankruptcy Court, M.D. Pennsylvania	M.D. Pennsylvania	t			
pamd	FD	District Court, M.D. Pennsylvania	M.D. Pennsylvania	t			usdistct
pamunict	ST	Pennsylvania Municipal Court	Pennsylvania Municipal Court	f			
pamunictphila	ST	Pennylvania Municipal Court, Philadelphia County	Philadelphia County Municipal Court	f			pamunict
paorphct	ST	Pennsylvania Orphans' Court	Pennsylvania Orphans' Court	f			
paorphctadams	ST	Pennsylvania Orphans' Court, Adams County	Adams County Orphans' Court	f			paorphct
paorphctallegh	ST	Pennsylvania Orphans' Court, Allegheny County	Allegheny County Orphans' Court	f			paorphct
paorphctarmstr	ST	Pennsylvania Orphans' Court, Armstrong County	Armstrong County Orphans' Court	f			paorphct
paorphctbeaver	ST	Pennsylvania Orphans' Court, Beaver County	Beaver County Orphans' Court	f			paorphct
paorphctbedfor	ST	Pennsylvania Orphans' Court, Bedford County	Bedford County Orphans' Court	f			paorphct
paorphctberks	ST	Pennsylvania Orphans' Court, Berks County	Berks County Orphans' Court	f			paorphct
paorphctblair	ST	Pennsylvania Orphans' Court, Blair County	Blair County Orphans' Court	f			paorphct
paorphctbradfo	ST	Pennsylvania Orphans' Court, Bradford County	Bradford County Orphans' Court	f			paorphct
paorphctbucks	ST	Pennsylvania Orphans' Court, Bucks County	Bucks County Orphans' Court	f			paorphct
paorphctbutler	ST	Pennsylvania Orphans' Court, Butler County	Butler County Orphans' Court	f			paorphct
paorphctcambri	ST	Pennsylvania Orphans' Court, Cambria County	Cambria County Orphans' Court	f			paorphct
paorphctcamero	ST	Pennsylvania Orphans' Court, Cameron County	Cameron County Orphans' Court	f			paorphct
paorphctcarbon	ST	Pennsylvania Orphans' Court, Carbon County	Carbon County Orphans' Court	f			paorphct
paorphctcentre	ST	Pennsylvania Orphans' Court, Centre County	Centre County Orphans' Court	f			paorphct
paorphctcheste	ST	Pennsylvania Orphans' Court, Chester County	Chester County Orphans' Court	f			paorphct
paorphctclario	ST	Pennsylvania Orphans' Court, Clarion County	Clarion County Orphans' Court	f			paorphct
paorphctclearf	ST	Pennsylvania Orphans' Court, Clearfield County	Clearfield County Orphans' Court	f			paorphct
paorphctclinto	ST	Pennsylvania Orphans' Court, Clinton County	Clinton County Orphans' Court	f			paorphct
paorphctcolumb	ST	Pennsylvania Orphans' Court, Columbia County	Columbia County Orphans' Court	f			paorphct
paorphctcrawfo	ST	Pennsylvania Orphans' Court, Crawford County	Crawford County Orphans' Court	f			paorphct
paorphctcumber	ST	Pennsylvania Orphans' Court, Cumberland County	Cumberland County Orphans' Court	f			paorphct
paorphctdauphi	ST	Pennsylvania Orphans' Court, Dauphin County	Dauphin County Orphans' Court	f			paorphct
paorphctdelawa	ST	Pennsylvania Orphans' Court, Delaware County	Delaware County Orphans' Court	f			paorphct
paorphctelk	ST	Pennsylvania Orphans' Court, Elk County	Elk County Orphans' Court	f			paorphct
paorphcterie	ST	Pennsylvania Orphans' Court, Erie County	Erie County Orphans' Court	f			paorphct
paorphctfayett	ST	Pennsylvania Orphans' Court, Fayette County	Fayette County Orphans' Court	f			paorphct
paorphctforest	ST	Pennsylvania Orphans' Court, Forest County	Forest County Orphans' Court	f			paorphct
paorphctfrankl	ST	Pennsylvania Orphans' Court, Franklin County	Franklin County Orphans' Court	f			paorphct
paorphctfulton	ST	Pennsylvania Orphans' Court, Fulton County	Fulton County Orphans' Court	f			paorphct
paorphctgreene	ST	Pennsylvania Orphans' Court, Greene County	Greene County Orphans' Court	f			paorphct
paorphcthuntin	ST	Pennsylvania Orphans' Court, Huntingdon County	Huntingdon County Orphans' Court	f			paorphct
paorphctindian	ST	Pennsylvania Orphans' Court, Indiana County	Indiana County Orphans' Court	f			paorphct
paorphctjeffer	ST	Pennsylvania Orphans' Court, Jefferson County	Jefferson County Orphans' Court	f			paorphct
paorphctjuniat	ST	Pennsylvania Orphans' Court, Juniata County	Juniata County Orphans' Court	f			paorphct
paorphctlackaw	ST	Pennsylvania Orphans' Court, Lackawanna County	Lackawanna County Orphans' Court	f			paorphct
paorphctlancas	ST	Pennsylvania Orphans' Court, Lancaster County	Lancaster County Orphans' Court	f			paorphct
paorphctlawren	ST	Pennsylvania Orphans' Court, Lawrence County	Lawrence County Orphans' Court	f			paorphct
paorphctlebano	ST	Pennsylvania Orphans' Court, Lebanon County	Lebanon County Orphans' Court	f			paorphct
paorphctlehigh	ST	Pennsylvania Orphans' Court, Lehigh County	Lehigh County Orphans' Court	f			paorphct
paorphctluzern	ST	Pennsylvania Orphans' Court, Luzerne County	Luzerne County Orphans' Court	f			paorphct
paorphctlycomi	ST	Pennsylvania Orphans' Court, Lycoming County	Lycoming County Orphans' Court	f			paorphct
paorphctmercer	ST	Pennsylvania Orphans' Court, Mercer County	Mercer County Orphans' Court	f			paorphct
paorphctmiffli	ST	Pennsylvania Orphans' Court, Mifflin County	Mifflin County Orphans' Court	f			paorphct
paorphctmongto	ST	Pennsylvania Orphans' Court, Mongtomery County	Mongtomery County Orphans' Court	f			paorphct
paorphctmonroe	ST	Pennsylvania Orphans' Court, Monroe County	Monroe County Orphans' Court	f			paorphct
paorphctmontgo	ST	Pennsylvania Orphans' Court, Montgomery County	Montgomery County Orphans' Court	f			paorphct
paorphctmontou	ST	Pennsylvania Orphans' Court, Montour County	Montour County Orphans' Court	f			paorphct
paorphctnortha	ST	Pennsylvania Orphans' Court, Northampton County	Northampton County Orphans' Court	f			paorphct
paorphctnorthu	ST	Pennsylvania Orphans' Court, Northumberland County	Northumberland County Orphans' Court	f			paorphct
paorphctperry	ST	Pennsylvania Orphans' Court, Perry County	Perry County Orphans' Court	f			paorphct
paorphctphilad	ST	Pennsylvania Orphans' Court, Philadelphia County	Philadelphia County Orphans' Court	f			paorphct
paorphctpike	ST	Pennsylvania Orphans' Court, Pike County	Pike County Orphans' Court	f			paorphct
paorphctschuyl	ST	Pennsylvania Orphans' Court, Schuylkill County	Schuylkill County Orphans' Court	f			paorphct
paorphctsnyder	ST	Pennsylvania Orphans' Court, Snyder County	Snyder County Orphans' Court	f			paorphct
paorphctsomers	ST	Pennsylvania Orphans' Court, Somerset County	Somerset County Orphans' Court	f			paorphct
paorphctsulliv	ST	Pennsylvania Orphans' Court, Sullivan County	Sullivan County Orphans' Court	f			paorphct
paorphctsusque	ST	Pennsylvania Orphans' Court, Susquehanna County	Susquehanna County Orphans' Court	f			paorphct
paorphcttioga	ST	Pennsylvania Orphans' Court, Tioga County	Tioga County Orphans' Court	f			paorphct
paorphctunion	ST	Pennsylvania Orphans' Court, Union County	Union County Orphans' Court	f			paorphct
paorphctvenang	ST	Pennsylvania Orphans' Court, Venango County	Venango County Orphans' Court	f			paorphct
paorphctwarren	ST	Pennsylvania Orphans' Court, Warren County	Warren County Orphans' Court	f			paorphct
paorphctwashin	ST	Pennsylvania Orphans' Court, Washington County	Washington County Orphans' Court	f			paorphct
paorphctwayne	ST	Pennsylvania Orphans' Court, Wayne County	Wayne County Orphans' Court	f			paorphct
paorphctwestmo	ST	Pennsylvania Orphans' Court, Westmoreland County	Westmoreland County Orphans' Court	f			paorphct
paorphctwyomin	ST	Pennsylvania Orphans' Court, Wyoming County	Wyoming County Orphans' Court	f			paorphct
paorphctyork	ST	York County Orphans' Court	York County Orphans' Court	f			paorphct
paoytermct	ST	Pennsylvania Court of Oyer and Terminer	Pennsylvania Court of Oyer and Terminer	f			
paoytermctadams	ST	Adams County Court of Oyer and Terminer	Adams County Court of Oyer and Terminer	f			paoytermct
paoytermctalleg	ST	Allegheny County Court of Oyer and Terminer	Allegheny County Court of Oyer and Terminer	f			paoytermct
paoytermctbeave	ST	Beaver County Court of Oyer and Terminer	Beaver County Court of Oyer and Terminer	f			paoytermct
paoytermctberks	ST	Berks County Court of Oyer and Terminer	Berks County Court of Oyer and Terminer	f			paoytermct
paoytermctbucks	ST	Bucks County Court of Oyer and Terminer	Bucks County Court of Oyer and Terminer	f			paoytermct
paoytermctcambr	ST	Cambria County Court of Oyer and Terminer	Cambria County Court of Oyer and Terminer	f			paoytermct
paoytermctcarbo	ST	Carbon County Court of Oyer and Terminer	Carbon County Court of Oyer and Terminer	f			paoytermct
paoytermctchest	ST	Chester County Court of Oyer and Terminer	Chester County Court of Oyer and Terminer	f			paoytermct
paoytermctclari	ST	Clarion County Court of Oyer and Terminer	Clarion County Court of Oyer and Terminer	f			paoytermct
paoytermctcolum	ST	Columbia County Court of Oyer and Terminer	Columbia County Court of Oyer and Terminer	f			paoytermct
paoytermctcumbe	ST	Cumberland County Court of Oyer and Terminer	Cumberland County Court of Oyer and Terminer	f			paoytermct
paoytermctdauph	ST	Dauphin County Court of Oyer and Terminer	Dauphin County Court of Oyer and Terminer	f			paoytermct
paoytermctdelaw	ST	Delaware County Court of Oyer and Terminer	Delaware County Court of Oyer and Terminer	f			paoytermct
paoytermcterie	ST	Erie County Court of Oyer and Terminer	Erie County Court of Oyer and Terminer	f			paoytermct
paoytermctfayet	ST	Fayette County Court of Oyer and Terminer	Fayette County Court of Oyer and Terminer	f			paoytermct
paoytermctfrank	ST	Franklin County Court of Oyer and Terminer	Franklin County Court of Oyer and Terminer	f			paoytermct
paoytermctfulto	ST	Fulton County Court of Oyer and Terminer	Fulton County Court of Oyer and Terminer	f			paoytermct
paoytermctgreen	ST	Greene County Court of Oyer and Terminer	Greene County Court of Oyer and Terminer	f			paoytermct
paoytermctjeffe	ST	Jefferson County Court of Oyer and Terminer	Jefferson County Court of Oyer and Terminer	f			paoytermct
paoytermctjunia	ST	Juniata County Court of Oyer and Terminer	Juniata County Court of Oyer and Terminer	f			paoytermct
paoytermctlacka	ST	Lackawanna County Court of Oyer and Terminer	Lackawanna County Court of Oyer and Terminer	f			paoytermct
paoytermctlanca	ST	Lancaster County Court of Oyer and Terminer	Lancaster County Court of Oyer and Terminer	f			paoytermct
paoytermctlawre	ST	Lawrence County Court of Oyer and Terminer	Lawrence County Court of Oyer and Terminer	f			paoytermct
paoytermctleban	ST	Lebanon County Court of Oyer and Terminer	Lebanon County Court of Oyer and Terminer	f			paoytermct
paoytermctlehig	ST	Lehigh County Court of Oyer and Terminer	Lehigh County Court of Oyer and Terminer	f			paoytermct
paoytermctluzer	ST	Luzerne County Court of Oyer and Terminer	Luzerne County Court of Oyer and Terminer	f			paoytermct
paoytermctmerce	ST	Mercer County Court of Oyer and Terminer	Mercer County Court of Oyer and Terminer	f			paoytermct
paoytermctmontg	ST	Montgomery County Court of Oyer and Terminer	Montgomery County Court of Oyer and Terminer	f			paoytermct
paoytermctnorth	ST	Northampton County Court of Oyer and Terminer	Northampton County Court of Oyer and Terminer	f			paoytermct
paoytermctperry	ST	Perry County Court of Oyer and Terminer	Perry County Court of Oyer and Terminer	f			paoytermct
paoytermctphila	ST	Philadelphia County Court of Oyer and Terminer	Philadelphia County Court of Oyer and Terminer	f			paoytermct
paoytermctschuy	ST	Schuylkill County Court of Oyer and Terminer	Schuylkill County Court of Oyer and Terminer	f			paoytermct
paoytermctsomer	ST	Somerset County Ct. Oyer & Terminer	Somerset County Ct. Oyer & Terminer	f			paoytermct
paoytermctvenan	ST	Venango County Court of Oyer and Terminer	Venango County Court of Oyer and Terminer	f			paoytermct
